,movie_imdb_id,movie_name,movie_rating,movie_vote,movie_year
161,57877,Becket,8.0,5363,1964
162,1179034,From Paris with Love,6.4,22368,2010
163,12364,The Phantom Carriage,7.8,1528,1921
164,15881,Greed,8.0,3989,1924
165,10247,Herr Arnes pengar,6.8,376,1919
166,1205489,Gran Torino,8.3,133449,2008
167,367555,No Direction Home: Bob Dylan,8.5,6517,2005
168,40338,The Fallen Idol,7.9,2351,1948
169,96716,Traffik,8.5,946,1989
170,87884,Paris_ Texas,7.9,16555,1984
171,56194,The Loneliness of the Long Distance Runner,7.6,2497,1962
172,71562,The Godfather: Part II,9.0,250117,1974
173,1220719,Ip Man,8.1,14735,2008
174,249462,Billy Elliot,7.6,38723,2000
175,1386932,Ip Man 2,7.6,5871,2010
176,112130,Pride and Prejudice,9.1,21536,1995
177,338309,Evil,7.9,12684,2003
178,54167,Peeping Tom,7.8,9318,1960
179,109830,Forrest Gump,8.6,307120,1994
180,87843,Once Upon a Time in America,8.4,73614,1984
181,112373,Anne Frank Remembered,8.1,435,1995
182,88247,The Terminator,8.1,182775,1984
183,90521,The Singing Detective,8.8,2253,1986
184,1545103,Rush: Beyond the Lighted Stage,8.4,659,2010
185,1424381,Predators,6.6,35660,2010
186,105695,Unforgiven,8.3,100851,1992
187,87553,The Killing Fields,8.0,22088,1984
188,66714,The Six Wives of Henry VIII,8.3,402,1970
189,116790,Kolya,7.6,7073,1996
190,421082,Control,7.7,19852,2007
191,83390,Brideshead Revisited,8.8,2496,1981
192,86667,The Barchester Chronicles,8.3,452,1982
193,102138,JFK,8.0,60303,1991
194,86250,Scarface,8.1,155125,1983
195,162973,Get Real,7.4,6057,1998
196,80310,Breaker Morant,8.0,6136,1980
197,1130884,Shutter Island,8.0,112594,2010
198,74119,All the President's Men,8.0,32659,1976
199,120802,The Red Violin,7.7,14646,1998
200,120735,Lock_ Stock and Two Smoking Barrels,8.1,128581,1998
201,56172,Lawrence of Arabia,8.5,80629,1962
202,70047,The Exorcist,8.1,105841,1973
203,68646,The Godfather,9.2,417734,1972
204,965382,Tom Petty and the Heartbreakers: Runnin' Down a Dream,8.3,470,2007
205,70917,The Wicker Man,7.7,20741,1973
206,780536,In Bruges,8.0,100573,2008
207,9893,My Lady Margarine,6.9,484,1919
208,955308,Robin Hood,6.9,43650,2010
209,36112,The Life and Death of Colonel Blimp,8.1,4615,1943
210,83987,Gandhi,8.1,51911,1982
211,1139328,The Ghost Writer,7.5,26754,2010
212,1453159,The Pillars of the Earth,8.5,2277,2010
213,405159,Million Dollar Baby,8.1,144320,2004
214,327056,Mystic River,8.0,121983,2003
215,70464,O Lucky Man!,7.7,3427,1973
216,1230165,Rock On!!,7.7,3295,2008
217,361748,Inglourious Basterds,8.3,185528,2009
218,947810,Green Zone,7.0,29284,2010
219,462441,Amazing Journey: The Story of The Who,8.1,511,2007
220,69762,Badlands,7.9,16706,1973
221,39192,Black Narcissus,8.0,6997,1947
222,432283,Fantastic Mr. Fox,7.9,28360,2009
223,185906,Band of Brothers,9.6,76536,2001
224,66858,The Boy Friend,7.7,1348,1971
225,133093,The Matrix,8.7,387925,1999
226,40416,Hamlet,7.9,5457,1948
227,91167,Hannah and Her Sisters,7.9,21039,1986
228,72684,Barry Lyndon,8.1,40479,1975
229,215364,Wives and Daughters,8.4,1875,1999
230,66652,Elizabeth R,8.6,595,1971
231,78748,Alien,8.5,183721,1979
232,30637,Pygmalion,7.9,2989,1938
233,1014762,Home,8.4,5793,0
234,1151319,The Key to Reserva,8.1,1540,2007
235,892375,U2 3D,8.2,2102,2007
236,172495,Gladiator,8.3,284885,2000
237,93389,The Last Emperor,7.9,24472,1987
238,80678,The Elephant Man,8.4,59383,1980
239,57578,This Sporting Life,7.8,2273,1963
240,434409,V for Vendetta,8.1,228880,2006
241,51994,A Night to Remember,7.9,5843,1958
242,473075,Prince of Persia: The Sands of Time,6.7,45405,2010
243,268978,A Beautiful Mind,7.9,128124,2001
244,1178522,Little Dorrit,8.4,735,2008
245,112817,Dead Man,7.7,32914,1995
246,446059,Fearless,7.6,28640,2006
247,97576,Indiana Jones and the Last Crusade,8.3,174307,1989
248,74006,I_ Claudius,9.2,4830,1976
249,66921,A Clockwork Orange,8.5,196690,1971
250,61184,Who's Afraid of Virginia Woolf?,8.0,20213,1966
251,37558,Brief Encounter,8.2,13776,1945
252,72417,A Woman Under the Influence,8.0,5186,1974
253,472027,John Adams,8.7,7822,2008
254,114746,Twelve Monkeys,8.1,172680,1995
255,38574,Great Expectations,8.1,9861,1946
256,97351,Field of Dreams,7.6,43788,1989
257,60665,A Man for All Seasons,8.0,12523,1966
258,116282,Fargo,8.3,167677,1996
259,120689,The Green Mile,8.3,203071,1999
260,974077,Return to Cranford,8.6,1994,2007
261,440963,The Bourne Ultimatum,8.1,149339,2007
262,1440728,The American,6.7,8456,2010
263,77416,The Deer Hunter,8.2,89476,1978
264,1020558,Centurion,6.4,11330,2010
265,61253,The Forsyte Saga,8.4,283,1967
266,312004,Wallace & Gromit in The Curse of the Were-Rabbit,7.8,38418,2005
267,64840,The Prime of Miss Jean Brodie,7.6,3364,1969
268,93058,Full Metal Jacket,8.3,154791,1987
269,462322,Grindhouse,7.8,83677,2007
270,140352,The Insider,8.0,69517,1999
271,102926,The Silence of the Lambs,8.7,250155,1991
272,112573,Braveheart,8.3,244741,1995
273,166896,The Straight Story,8.0,36546,1999
274,102015,Hearts of Darkness: A Filmmaker's Apocalypse,8.1,5582,1991
275,57129,The Haunting,7.7,11650,0
276,1250777,Kick-Ass,8.0,97093,2010
277,110413,The Professional,8.6,203951,1994
278,120815,Saving Private Ryan,8.5,274725,1998
279,963966,The Sorcerer's Apprentice,6.3,10165,2010
280,92991,Evil Dead II,7.8,44825,1987
281,1027718,Wall Street: Money Never Sleeps,6.6,10975,2010
282,39677,Odd Man Out,7.9,2686,1947
283,416320,Match Point,7.8,66551,2005
284,58557,Seance on a Wet Afternoon,8.1,2478,1964
285,120382,The Truman Show,8.0,159991,1998
286,57115,The Great Escape,8.3,63159,1963
287,1403981,Remember Me,6.9,17980,2010
288,90424,Edge of Darkness,8.7,1564,1985
289,1375666,Inception,9.0,214582,2010
290,317248,City of God,8.7,170698,2002
291,365748,Shaun of the Dead,8.0,136864,2004
292,117666,Sling Blade,8.0,42047,1996
293,985694,Machete,7.3,23763,2010
294,1341167,Four Lions,7.5,6179,2010
295,41546,Kind Hearts and Coronets,8.3,13345,1949
296,94226,The Untouchables,8.0,86914,1987
297,13257,Haxan: Witchcraft Through the Ages,7.7,2872,1922
298,407887,The Departed,8.5,269757,2006
299,88846,Brazil,8.0,77216,1985
300,82971,Raiders of the Lost Ark,8.7,246177,1981
301,114787,Underground,8.0,15685,1995
302,86879,Amadeus,8.4,98689,1984
303,1226273,Edge of Darkness,6.7,25480,2010
304,395169,Hotel Rwanda,8.3,93962,2004
305,1366312,Emma,8.5,1534,2009
306,1028532,Hachi: A Dog's Tale,8.0,11821,2009
307,954947,The Killer Inside Me,6.4,5889,2010
308,1182345,Moon,8.0,58041,2009
309,55018,The Innocents,7.9,6976,1961
310,1057500,Invictus,7.4,29289,2009
311,329575,Seabiscuit,7.4,31313,2003
312,443680,The Assassination of Jesse James by the Coward Robert Ford,7.7,58433,2007
313,54047,The Magnificent Seven,7.8,27149,1960
314,90315,When the Wind Blows,7.8,2294,1986
315,780362,Jane Eyre,8.5,4382,2006
316,468569,The Dark Knight,8.8,473880,2008
317,208092,Snatch.,8.2,177277,2000
318,167404,The Sixth Sense,8.2,243245,1999
319,857191,The Visitor,7.8,18715,0
320,77402,Dawn of the Dead,8.0,42986,1978
321,107207,In the Name of the Father,8.0,27790,1993
322,75314,Taxi Driver,8.6,158824,1976
323,995832,Generation Kill,8.8,10902,2008
324,43014,Sunset Blvd.,8.7,55759,1950
325,99685,Goodfellas,8.8,233589,1990
326,413615,Unforgivable Blackness: The Rise and Fall of Jack Johnson,8.1,542,2004
327,84787,The Thing,8.1,80506,1982
328,417349,North & South,8.8,4590,2004
329,84503,Pink Floyd The Wall,7.7,25889,1982
330,119217,Good Will Hunting,8.0,153751,1997
331,80684,Star Wars: The Empire Strikes Back,8.8,282253,1980
332,1125849,The Wrestler,8.1,95983,2008
333,67093,Fiddler on the Roof,7.8,14373,1971
334,1386588,The Other Guys,6.9,16984,2010
335,113277,Heat,8.2,147538,1995
336,197139,O Auto da Compadecida,8.6,493,1999
337,1555149,Elite Squad 2,9.0,1147,2010
338,99348,Dances with Wolves,8.0,72275,1990
339,114369,Se7en,8.6,284981,1995
340,63350,Night of the Living Dead,8.0,39652,1968
341,840361,The Town,8.0,15947,2010
342,358456,Earthlings,8.4,2380,2005
343,91763,Platoon,8.2,110418,1986
344,175880,Magnolia,8.0,123118,1999
345,907657,Once,8.0,34822,2006
346,206634,Children of Men,8.0,161603,2006
347,325980,Pirates of the Caribbean: The Curse of the Black Pearl,8.0,237157,2003
348,224853,The Corner,8.7,1370,2000
349,63633,The Cremator,7.9,1642,1969
350,97123,Crimes and Misdemeanors,8.0,19843,1989
351,71360,The Conversation,8.0,33574,1974
352,209144,Memento,8.6,279777,2000
353,809488,The Godfather: A Novel for Television,9.2,1360,1977
354,75686,Annie Hall,8.2,66507,1977
355,97441,Glory,8.0,56683,1989
356,72890,Dog Day Afternoon,8.1,60852,1975
357,372784,Batman Begins,8.3,275060,2005
358,815236,She's Out of My League,6.6,19271,2010
359,446029,Scott Pilgrim vs. the World,8.0,25646,2010
360,73440,Nashville,7.7,9291,1975
361,110912,Pulp Fiction,8.9,425037,1994
362,77060,Pennies from Heaven,8.4,491,1978
363,469494,There Will Be Blood,8.2,133742,2007
364,944835,Salt,6.5,34029,2010
365,118715,The Big Lebowski,8.2,181447,1998
366,380275,Concert for George,8.4,763,2003
367,109707,Ed Wood,8.0,75423,1994
368,103064,Terminator 2: Judgment Day,8.5,242166,1991
369,71853,Monty Python and the Holy Grail,8.4,157131,1975
370,90605,Aliens,8.5,172898,1986
371,1320253,The Expendables,6.9,52136,2010
372,460505,The Rocket: The Legend of Rocket Richard,7.8,2342,2005
373,120737,The Lord of the Rings: The Fellowship of the Ring,8.7,393761,2001
374,1226271,The Damned United,7.5,7971,2009
375,105236,Reservoir Dogs,8.4,216414,1992
376,83689,Boys from the Blackstuff,8.4,436,1982
377,362192,State of Play,8.6,2555,2003
378,1013743,Knight and Day,6.5,21903,2010
379,44008,A Christmas Carol,8.0,8005,1951
380,408236,Sweeney Todd: The Demon Barber of Fleet Street,7.7,106836,2007
381,38733,Stairway to Heaven,8.0,6610,1946
382,62622,2001: A Space Odyssey,8.4,162713,1968
383,107048,Groundhog Day,8.1,137939,1993
384,117951,Trainspotting,8.1,153165,1996
385,158983,South Park: Bigger Longer & Uncut,7.8,80126,1999
386,112641,Casino,8.1,110715,1995
387,108598,Wallace & Gromit in The Wrong Trousers,8.5,24622,1993
388,374463,The Pacific,8.4,11754,2010
389,412080,The World's Fastest Indian,7.9,19962,2005
390,180093,Requiem for a Dream,8.4,188781,2000
391,167260,The Lord of the Rings: The Return of the King,8.8,370260,2003
392,96639,Lonesome Dove,8.8,6897,1989
393,1156398,Zombieland,7.8,85243,2009
394,114814,The Usual Suspects,8.7,271233,1995
395,78902,Breaking Away,7.6,9464,1979
396,181875,Almost Famous,8.0,95368,2000
397,79522,Manhattan,8.1,39361,1979
398,167261,The Lord of the Rings: The Two Towers,8.6,332293,2002
399,126029,Shrek,7.9,165231,2001
400,69090,Echoes: Pink Floyd,8.2,3077,1972
401,79470,Life of Brian,8.2,95751,1979
402,385002,Green Street Hooligans,7.5,38375,2005
403,311519,The Man Without a Past,7.6,10365,2002
404,93779,The Princess Bride,8.1,124954,1987
405,86190,Star Wars: Return of the Jedi,8.3,214276,1983
406,1245526,Red,7.3,12025,0
407,37635,Dead of Night,7.8,3562,1945
408,95016,Die Hard,8.3,184664,1988
409,75029,The Outlaw Josey Wales,7.8,22169,1976
410,878804,The Blind Side,7.6,44700,2009
411,338013,Eternal Sunshine of the Spotless Mind,8.4,224014,2004
412,371746,Iron Man,7.9,177327,2008
413,914863,Unthinkable,7.1,15166,2010
414,892769,How to Train Your Dragon,8.2,38318,2010
415,1279935,Date Night,6.4,26060,2010
416,455407,The Crazies,6.7,23167,2010
417,166924,Mulholland Dr.,8.0,105389,2001
418,401792,Sin City,8.3,260077,2005
419,350258,Ray,7.8,43456,0
420,118843,Black Cat_ White Cat,8.0,16889,1998
421,97223,Time of the Gypsies,8.1,7016,1988
422,54098,Mughal-E-Azam,7.8,1037,1960
423,1226229,Get Him to the Greek,6.7,21655,2010
424,108358,Tombstone,7.7,44102,1993
425,73341,The Man Who Would Be King,8.0,18566,1975
426,111161,The Shawshank Redemption,9.2,530042,1994
427,112691,Wallace and Gromit in A Close Shave,8.3,17199,1995
428,498380,Letters from Iwo Jima,8.0,58204,2006
429,120570,From the Earth to the Moon,8.8,4393,1998
430,358273,Walk the Line,7.9,86101,2005
431,477348,No Country for Old Men,8.3,201767,2007
432,1014759,Alice in Wonderland,6.7,66365,2010
433,758758,Into the Wild,8.2,102671,2007
434,1228705,Iron Man 2,7.2,70854,2010
435,107290,Jurassic Park,7.9,153350,1993
436,137523,Fight Club,8.7,389958,1999
437,382932,Ratatouille,8.1,135074,2007
438,1053424,Repo Men,6.3,19334,2010
439,106148,Tales of the City,8.5,1270,1993
440,435761,Toy Story 3,8.8,77577,2010
441,57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.6,158030,1964
442,108037,The Sandlot,7.4,19237,1993
443,76759,Star Wars: Episode IV - A New Hope,8.8,325473,1977
444,85112,The Winds of War,8.4,1264,1983
445,190590,O Brother_ Where Art Thou?,7.8,95433,2000
446,91725,Parting Glances,7.8,1354,1986
447,482571,The Prestige,8.4,212455,2006
448,499549,Avatar,8.2,269265,2009
449,381849,3:10 to Yuma,7.9,99587,2007
450,74958,Network,8.1,34463,1976
451,756683,The Man from Earth,8.0,32898,2007
452,210945,Remember the Titans,7.5,50302,2000
453,352248,Cinderella Man,8.0,63654,2005
454,6864,Intolerance: Love's Struggle Throughout the Ages,8.1,5457,1916
455,379786,Serenity,7.9,107745,2005
456,1314655,Devil,6.5,5117,2010
457,1136608,District 9,8.2,157056,2009
458,87781,The Natural,7.4,17194,1984
459,442632,Bleak House,8.7,2366,2005
460,317705,The Incredibles,8.1,162427,2004
461,88258,This Is Spinal Tap,7.9,50593,1984
462,978762,Mary and Max,8.2,12266,2009
463,378194,Kill Bill: Vol. 2,8.0,186532,2004
464,91217,Hoosiers,7.5,15272,1986
465,114709,Toy Story,8.2,155281,1995
466,308644,Finding Neverland,7.9,87610,2004
467,120586,American History X,8.6,229518,1998
468,1188996,My Name Is Khan,7.0,7668,2010
469,319061,Big Fish,8.0,143699,2003
470,480255,The Losers,6.4,17809,0
471,88763,Back to the Future,8.4,206203,1985
472,85334,A Christmas Story,8.0,51955,1983
473,98437,The Winter War,7.9,3860,1989
474,67185,Harold and Maude,8.0,28636,1971
475,266543,Finding Nemo,8.1,168695,2003
476,198781,Monsters_ Inc.,8.0,119146,2001
477,42788,Night and the City,8.0,3350,1950
478,71315,Chinatown,8.5,80427,1974
479,80455,The Blues Brothers,7.9,63477,1980
480,796366,Star Trek,8.1,137693,2009
481,1361558,Iron Maiden: Flight 666,8.3,1502,2009
482,81398,Raging Bull,8.3,91506,1980
483,1231587,Hot Tub Time Machine,6.7,31738,2010
484,317219,Cars,7.4,67846,2006
485,1234654,Greenberg,6.4,8010,2010
486,369702,The Sea Inside,8.1,24682,0
487,119488,L.A. Confidential,8.4,167550,1997
488,1139797,Let the Right One In,8.0,60023,2008
489,118849,Children of Heaven,8.0,6776,1997
490,375679,Crash,8.0,173350,0
491,169547,American Beauty,8.6,297305,1999
492,56241,The Miracle Worker,8.0,5998,1962
493,84701,The Snowman,8.1,3206,1982
494,77405,Days of Heaven,8.0,12727,1978
495,83866,E.T.: The Extra-Terrestrial,7.9,106218,1982
496,69281,Sleuth,8.2,17771,1972
497,83658,Blade Runner,8.3,188112,1982
498,95953,Rain Man,8.0,108693,1988
499,1313104,The Cove,8.5,9993,2009
500,1049413,Up,8.3,115585,2009
501,61512,Cool Hand Luke,8.3,46337,1967
502,1285016,The Social Network,8.4,26917,2010
503,81505,The Shining,8.5,181290,1980
504,61722,The Graduate,8.2,79375,1967
505,120363,Toy Story 2,8.0,122626,1999
506,63227,The Lion in Winter,8.1,13224,1968
507,1587707,Exit Through the Gift Shop,8.2,3244,2010
508,110357,The Lion King,8.2,140310,1994
509,327597,Coraline,7.8,39327,2009
510,26029,The 39 Steps,8.0,21121,1935
511,429493,The A-Team,7.1,36121,2010
512,464154,Piranha,6.4,11507,2010
513,78841,Being There,8.0,25044,1979
514,892791,Shrek Forever After,6.7,12880,2010
515,387564,Saw,7.7,115104,2004
516,76993,Centennial,8.4,1167,1978
517,77651,Halloween,7.9,64424,1978
518,47296,On the Waterfront,8.4,41867,1954
519,92005,Stand by Me,8.1,91710,1986
520,1425244,Partly Cloudy,8.1,3917,2009
521,246578,Donnie Darko,8.2,214413,2001
522,67411,McCabe & Mrs. Miller,7.7,7515,1971
